中国联通-黑龙江-组播,#genre#
湖北经视HD,http://113.56.95.223:8889/udp/228.0.0.125:6108
湖北综合HD,http://113.56.95.223:8889/udp/228.0.0.126:6108
湖北垄上HD,http://113.56.95.223:8889/udp/228.0.0.127:6108
湖北公共HD,http://113.56.95.223:8889/udp/228.0.0.124:6108
湖北影视HD,http://113.56.95.223:8889/udp/228.0.0.205:6108
湖北教育HD,http://113.56.95.223:8889/udp/228.0.0.206:6108
湖北生活HD,http://113.56.95.223:8889/udp/228.0.0.204:6108
武汉新闻HD,http://113.56.95.223:8889/udp/228.0.0.162:7162
武汉电视剧HD,http://113.56.95.223:8889/udp/228.0.0.163:7163
武汉生活HD,http://113.56.95.223:8889/udp/228.0.0.89:6108
武汉经济,http://113.56.95.223:8889/udp/228.0.0.131:5131
武汉文体HD,http://113.56.95.223:8889/udp/228.0.0.164:7164
武汉外语,http://113.56.95.223:8889/udp/228.0.0.133:5133
武汉少儿,http://113.56.95.223:8889/udp/228.0.0.134:5134
广通购物,http://113.56.95.223:8889/udp/228.0.0.135:5135
武汉教育,http://113.56.95.223:8889/udp/228.0.0.136:5136
湖北卫视,http://113.56.95.223:8889/udp/228.0.0.232:6108
湖南卫视HD,http://113.56.95.223:8889/udp/228.0.0.61:6108
浙江卫视HD,http://113.56.95.223:8889/udp/228.0.0.65:6108
江苏卫视HD,http://113.56.95.223:8889/udp/228.0.0.64:6108
东方卫视HD,http://113.56.95.223:8889/udp/228.0.0.62:6108
北京卫视HD,http://113.56.95.223:8889/udp/228.0.0.63:6108
广东卫视HD,http://113.56.95.223:8889/udp/228.0.0.66:6108
深圳卫视HD,http://113.56.95.223:8889/udp/228.0.0.67:6108
黑龙江卫视HD,http://113.56.95.223:8889/udp/228.0.0.68:6108
天津卫视HD,http://113.56.95.223:8889/udp/228.0.0.120:6108
山东卫视HD,http://113.56.95.223:8889/udp/228.0.0.121:6108
安徽卫视HD,http://113.56.95.223:8889/udp/228.0.0.122:6108
辽宁卫视HD,http://113.56.95.223:8889/udp/228.0.0.123:6108
东南卫视HD,http://113.56.95.223:8889/udp/228.0.0.144:7144
江西卫视HD,http://113.56.95.223:8889/udp/228.0.0.147:7147
重庆卫视HD,http://113.56.95.223:8889/udp/228.0.0.159:7159
贵州卫视HD,http://113.56.95.223:8889/udp/228.0.0.160:7160
宁夏卫视,http://113.56.95.223:8889/udp/228.0.0.30:6108
广西卫视,http://113.56.95.223:8889/udp/228.0.0.37:6108
海南卫视HD,http://113.56.95.223:8889/udp/228.0.0.165:7165
河南卫视HD,http://113.56.95.223:8889/udp/228.0.0.230:6108
四川卫视HD,http://113.56.95.223:8889/udp/228.0.0.231:6108
吉林卫视,http://113.56.95.223:8889/udp/228.0.0.45:6108
山西卫视,http://113.56.95.223:8889/udp/228.0.0.47:6108
云南卫视,http://113.56.95.223:8889/udp/228.0.0.48:6108
西藏卫视,http://113.56.95.223:8889/udp/228.0.0.51:6108
内蒙古卫视,http://113.56.95.223:8889/udp/228.0.0.52:6108
新疆卫视,http://113.56.95.223:8889/udp/228.0.0.53:6108
青海卫视,http://113.56.95.223:8889/udp/228.0.0.54:6108
河北卫视HD,http://113.56.95.223:8889/udp/228.0.0.168:7168
陕西卫视,http://113.56.95.223:8889/udp/228.0.0.56:6108
甘肃卫视,http://113.56.95.223:8889/udp/228.0.0.57:6108
卡酷动画,http://113.56.95.223:8889/udp/228.0.0.58:6108
金鹰卡通,http://113.56.95.223:8889/udp/228.0.0.59:6108
金鹰纪实HD,http://113.56.95.223:8889/udp/228.0.0.145:7145
中国教育-1HD,http://113.56.95.223:8889/udp/228.0.0.146:7146
三沙卫视,http://113.56.95.223:8889/udp/228.0.0.174:7174
中国教育4,http://113.56.95.223:8889/udp/228.0.0.177:7177
CCTV-1,http://113.56.95.223:8889/udp/228.0.0.167:7167
CCTV-2,http://113.56.95.223:8889/udp/228.0.0.213:6108
CCTV-3,http://113.56.95.223:8889/udp/228.0.0.214:6108
CCTV-4,http://113.56.95.223:8889/udp/228.0.0.215:6108
CCTV-5,http://113.56.95.223:8889/udp/228.0.0.5:6108
CCTV-6,http://113.56.95.223:8889/udp/228.0.0.217:6108
CCTV-7,http://113.56.95.223:8889/udp/228.0.0.218:6108
CCTV-8,http://113.56.95.223:8889/udp/228.0.0.219:6108
CCTV-9,http://113.56.95.223:8889/udp/228.0.0.220:6108
CCTV-10,http://113.56.95.223:8889/udp/228.0.0.221:6108
CCTV-11,http://113.56.95.223:8889/udp/228.0.0.222:6108
CCTV-12,http://113.56.95.223:8889/udp/228.0.0.223:6108
CCTV-13,http://113.56.95.223:8889/udp/228.0.0.13:6108
宜昌综合HD,http://113.56.95.223:8889/udp/228.0.0.225:6108
宜昌旅游HD,http://113.56.95.223:8889/udp/228.0.0.226:6108
恩施综合,http://113.56.95.223:8889/udp/228.0.0.228:6108
恩施文旅,http://113.56.95.223:8889/udp/228.0.0.229:6108
孝感新闻,http://113.56.95.223:8889/udp/228.0.0.107:6108
孝感生活,http://113.56.95.223:8889/udp/228.0.0.108:6108
随州综合,http://113.56.95.223:8889/udp/228.0.0.110:6108
随州农村,http://113.56.95.223:8889/udp/228.0.0.111:6108
CETV2,http://113.56.95.223:8889/udp/228.0.0.198:7198
环球奇观,http://113.56.95.223:8889/udp/228.0.0.73:6108
国学频道,http://113.56.95.223:8889/udp/228.0.0.75:6108
游戏竞技,http://113.56.95.223:8889/udp/228.0.0.78:6108
靓妆,http://113.56.95.223:8889/udp/228.0.0.86:6108
财富天下,http://113.56.95.223:8889/udp/228.0.0.88:6108
房县新闻,http://113.56.95.223:8889/udp/228.0.0.31:6108
快乐垂钓,http://113.56.95.223:8889/udp/228.0.0.203:6108
CHC家庭影院,http://113.56.95.223:8889/udp/228.0.0.211:6108
CHC动作电影,http://113.56.95.223:8889/udp/228.0.0.212:6108
CHC高清电影,http://113.56.95.223:8889/udp/228.0.0.233:6108
茶频道,http://113.56.95.223:8889/udp/228.0.0.234:6108
第一剧场,http://113.56.95.223:8889/udp/228.0.0.235:6108
风云足球,http://113.56.95.223:8889/udp/228.0.0.236:6108
怀旧剧场,http://113.56.95.223:8889/udp/228.0.0.237:6108
老故事,http://113.56.95.223:8889/udp/228.0.0.238:6108
网络棋牌,http://113.56.95.223:8889/udp/228.0.0.239:6108
新动漫,http://113.56.95.223:8889/udp/228.0.0.240:6108
先锋乒羽,http://113.56.95.223:8889/udp/228.0.0.241:6108

中国联通-北京-组播,#genre#
CCTV-1 HD,http://drive.mxmy.net:8888/udp/239.3.1.129:8008
CCTV-2 HD,http://drive.mxmy.net:8888/udp/239.3.1.60:8084
CCTV-3 HD,http://drive.mxmy.net:8888/udp/239.3.1.172:8001
CCTV-4 HD,http://drive.mxmy.net:8888/udp/239.3.1.105:8092
CCTV-5 HD,http://drive.mxmy.net:8888/udp/239.3.1.173:8001
CCTV-5+ HD,http://drive.mxmy.net:8888/udp/239.3.1.130:8004
CCTV-6 HD,http://drive.mxmy.net:8888/udp/239.3.1.174:8001
CCTV-7 HD,http://drive.mxmy.net:8888/udp/239.3.1.61:8104
CCTV-8 HD,http://drive.mxmy.net:8888/udp/239.3.1.175:8001
CCTV-9 HD,http://drive.mxmy.net:8888/udp/239.3.1.62:8112
CCTV-10 HD,http://drive.mxmy.net:8888/udp/239.3.1.63:8116
CCTV-11 HD,http://drive.mxmy.net:8888/udp/239.3.1.152:8120
CCTV-12 HD,http://drive.mxmy.net:8888/udp/239.3.1.64:8124
CCTV-13 HD,http://drive.mxmy.net:8888/udp/239.3.1.124:8128
CCTV-14 HD,http://drive.mxmy.net:8888/udp/239.3.1.65:8132
CCTV-15 HD,http://drive.mxmy.net:8888/udp/239.3.1.153:8136
CCTV-16 奥林匹克[HDR],http://drive.mxmy.net:8888/udp/239.3.1.183:8001
CCTV-16 奥林匹克HD,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
CCTV-17 HD,http://drive.mxmy.net:8888/udp/239.3.1.151:8144
BRTV北京卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.241:8000
BRTV新闻HD,http://drive.mxmy.net:8888/udp/239.3.1.159:8000
BRTV影视HD,http://drive.mxmy.net:8888/udp/239.3.1.158:8000
BRTV文艺HD,http://drive.mxmy.net:8888/udp/239.3.1.242:8000
BRTV财经HD,http://drive.mxmy.net:8888/udp/239.3.1.116:8000
BRTV生活HD,http://drive.mxmy.net:8888/udp/239.3.1.117:8000
BRTV青年HD,http://123.120.6.151:4022/# rtp/239.3.1.118:8000
BRTV纪实科教HD,http://drive.mxmy.net:8888/udp/239.3.1.115:8000
BRTV卡酷少儿HD,http://drive.mxmy.net:8888/udp/239.3.1.189:8000
BRTV冬奥纪实HD,http://123.120.6.151:4022/# rtp/239.3.1.243:8000
BRTV冬奥纪实[HDR],http://123.120.6.151:4022/# rtp/239.3.1.120:8000
BRTV冬奥纪实[超清],http://123.120.6.151:4022/# rtp/239.3.1.121:8000
BRTV体育休闲[超清],http://drive.mxmy.net:8888/udp/239.3.1.243:8000
BTV国际频道,http://drive.mxmy.net:8888/udp/239.3.1.235:8000
爱上4K[超清],http://drive.mxmy.net:8888/udp/239.3.1.236:2000
4K超清[超清],http://drive.mxmy.net:8888/udp/239.3.1.249:8001
淘电影HD,http://drive.mxmy.net:8888/udp/239.3.1.250:8001
每日影院HD,http://123.120.6.151:4022/# rtp/239.3.1.111:8001
星影,http://drive.mxmy.net:8888/udp/239.3.1.94:4120
动作影院,http://drive.mxmy.net:8888/udp/239.3.1.92:4120
光影,http://drive.mxmy.net:8888/udp/239.3.1.84:4120
喜剧影院,http://drive.mxmy.net:8888/udp/239.3.1.91:4120
家庭影院,http://drive.mxmy.net:8888/udp/239.3.1.93:4120
精选,http://drive.mxmy.net:8888/udp/239.3.1.74:4120
经典电影,http://drive.mxmy.net:8888/udp/239.3.1.195:9024
纪实人文HD,http://drive.mxmy.net:8888/udp/239.3.1.212:8060
金鹰纪实HD,http://drive.mxmy.net:8888/udp/239.3.1.58:8156
风尚生活HD,http://123.120.6.151:4022/# rtp/239.3.1.114:8001
地理,http://drive.mxmy.net:8888/udp/239.3.1.71:4120
淘剧场HD,http://drive.mxmy.net:8888/udp/239.3.1.95:8001
幸福剧场HD,http://123.120.6.151:4022/# rtp/239.3.1.112:8001
淘娱乐HD,http://drive.mxmy.net:8888/udp/239.3.1.100:8001
幸福娱乐HD,http://123.120.6.151:4022/# rtp/239.3.1.113:8001
淘BabyHD,http://drive.mxmy.net:8888/udp/239.3.1.238:8001
萌宠TVHD,http://drive.mxmy.net:8888/udp/239.3.1.102:8001
湖南卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.132:8012
东方卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.136:8032
浙江卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.137:8036
江苏卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.135:8028
深圳卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.134:8020
广东卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.142:8048
安徽卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.211:8064
天津卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.141:1234
重庆卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.122:8160
山东卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.209:8052
黑龙江卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.133:8016
河北卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.148:8072
辽宁卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.210:8056
湖北卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.138:8044
吉林卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.240:8172
贵州卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.149:8076
东南卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.156:8148
江西卫视HD,http://drive.mxmy.net:8888/udp/239.3.1.123:8164
海南卫视,http://drive.mxmy.net:8888/udp/239.3.1.45:8304
云南卫视,http://drive.mxmy.net:8888/udp/239.3.1.26:8108
兵团卫视,http://drive.mxmy.net:8888/udp/239.3.1.144:4120
厦门卫视,http://drive.mxmy.net:8888/udp/239.3.1.143:4120
四川卫视,http://drive.mxmy.net:8888/udp/239.3.1.29:8288
南方卫视,http://drive.mxmy.net:8888/udp/239.3.1.161:8001
宁夏卫视,http://drive.mxmy.net:8888/udp/239.3.1.46:8124
山西卫视,http://drive.mxmy.net:8888/udp/239.3.1.42:8172
广西卫视,http://drive.mxmy.net:8888/udp/239.3.1.39:8300
新疆卫视,http://drive.mxmy.net:8888/udp/239.3.1.48:8160
河南卫视,http://drive.mxmy.net:8888/udp/239.3.1.27:8128
甘肃卫视,http://drive.mxmy.net:8888/udp/239.3.1.49:8188
西藏卫视,http://drive.mxmy.net:8888/udp/239.3.1.47:8164
三沙卫视,http://drive.mxmy.net:8888/udp/239.3.1.155:4120
陕西卫视,http://drive.mxmy.net:8888/udp/239.3.1.41:8140
青海卫视,http://drive.mxmy.net:8888/udp/239.3.1.44:8184
内蒙古卫视,http://drive.mxmy.net:8888/udp/239.3.1.43:8176
中国交通HD,http://drive.mxmy.net:8888/udp/239.3.1.188:8001
朝阳融媒HD,http://drive.mxmy.net:8888/udp/239.3.1.163:8001
通州融媒HD,http://drive.mxmy.net:8888/udp/239.3.1.221:8001
密云电视台HD,http://drive.mxmy.net:8888/udp/239.3.1.154:8001
延庆电视台,http://drive.mxmy.net:8888/udp/239.3.1.187:8001
房山电视台,http://drive.mxmy.net:8888/udp/239.3.1.96:8001
CCTV-4 中文国际 欧洲HD,http://drive.mxmy.net:8888/udp/239.3.1.213:4220
CCTV-4 中文国际 美洲HD,http://drive.mxmy.net:8888/udp/239.3.1.214:4220
CGTN 新闻HD,http://drive.mxmy.net:8888/udp/239.3.1.215:4220
CGTN 记录HD,http://drive.mxmy.net:8888/udp/239.3.1.216:4220
CGTN 西班牙语HD,http://drive.mxmy.net:8888/udp/239.3.1.217:4220
CGTN 法语HD,http://drive.mxmy.net:8888/udp/239.3.1.218:4220
CGTN 阿拉伯语HD,http://drive.mxmy.net:8888/udp/239.3.1.219:4220
CGTN 俄语HD,http://drive.mxmy.net:8888/udp/239.3.1.220:4220
睛彩竞技HD,http://drive.mxmy.net:8888/udp/239.3.1.125:8001
睛彩篮球HD,http://drive.mxmy.net:8888/udp/239.3.1.126:8001
睛彩羽毛球HD,http://drive.mxmy.net:8888/udp/239.3.1.127:8001
睛彩广场舞HD,http://drive.mxmy.net:8888/udp/239.3.1.128:8001
茶频道HD,http://drive.mxmy.net:8888/udp/239.3.1.165:8001
体育赛事HD,http://drive.mxmy.net:8888/udp/239.3.1.157:8176
淘精彩HD,http://drive.mxmy.net:8888/udp/239.3.1.178:8001
快乐垂钓HD,http://drive.mxmy.net:8888/udp/239.3.1.164:8001
大健康HD,http://drive.mxmy.net:8888/udp/239.3.1.251:8001
CETV1HD,http://drive.mxmy.net:8888/udp/239.3.1.57:8152
CETV2,http://drive.mxmy.net:8888/udp/239.3.1.54:4120
CETV3,http://drive.mxmy.net:8888/udp/239.3.1.55:4120
CETV4,http://drive.mxmy.net:8888/udp/239.3.1.56:4120
少儿动画,http://drive.mxmy.net:8888/udp/239.3.1.199:9000
热播剧场,http://drive.mxmy.net:8888/udp/239.3.1.194:9020
解密,http://drive.mxmy.net:8888/udp/239.3.1.75:4120
军事,http://drive.mxmy.net:8888/udp/239.3.1.76:4120
军旅剧场,http://drive.mxmy.net:8888/udp/239.3.1.68:4120
动画,http://drive.mxmy.net:8888/udp/239.3.1.80:4120
古装剧场,http://drive.mxmy.net:8888/udp/239.3.1.69:4120
台球,http://drive.mxmy.net:8888/udp/239.3.1.85:4120
嘉佳卡通,http://drive.mxmy.net:8888/udp/239.3.1.147:9268
国学,http://drive.mxmy.net:8888/udp/239.3.1.77:4120
城市剧场,http://drive.mxmy.net:8888/udp/239.3.1.67:4120
墨宝,http://drive.mxmy.net:8888/udp/239.3.1.83:4120
好学生,http://drive.mxmy.net:8888/udp/239.3.1.81:4120
山东教育,http://drive.mxmy.net:8888/udp/239.3.1.52:4120
戏曲,http://drive.mxmy.net:8888/udp/239.3.1.78:4120
收视指南,http://drive.mxmy.net:8888/udp/239.3.1.193:8012
早教,http://drive.mxmy.net:8888/udp/239.3.1.79:4120
武侠剧场,http://drive.mxmy.net:8888/udp/239.3.1.90:4120
武术,http://drive.mxmy.net:8888/udp/239.3.1.87:4120
爱生活,http://drive.mxmy.net:8888/udp/239.3.1.86:4120
美人,http://drive.mxmy.net:8888/udp/239.3.1.73:4120
美妆,http://drive.mxmy.net:8888/udp/239.3.1.72:4120
财富天下,http://drive.mxmy.net:8888/udp/239.3.1.53:9136
足球,http://drive.mxmy.net:8888/udp/239.3.1.89:4120
金鹰卡通,http://drive.mxmy.net:8888/udp/239.3.1.51:9252
鉴赏,http://drive.mxmy.net:8888/udp/239.3.1.82:4120
音乐现场,http://drive.mxmy.net:8888/udp/239.3.1.70:4120
高网,http://drive.mxmy.net:8888/udp/239.3.1.88:4120
魅力时尚,http://drive.mxmy.net:8888/udp/239.3.1.196:9012

中国联通-天津-组播,#genre#
天津卫视,http://111.167.226.225:8888/udp/225.1.1.111:5002
天津新闻,http://111.167.226.225:8888/udp/225.1.1.130:5002
天津文艺,http://111.167.226.225:8888/udp/225.1.1.131:5002
天津影视,http://111.167.226.225:8888/udp/225.1.1.149:5002
天津都市,http://111.167.226.225:8888/udp/225.1.1.128:5002
天津体育,http://111.167.226.225:8888/udp/225.1.1.122:5002
天津科教,http://111.167.226.225:8888/udp/225.1.1.129:5002
天津少儿,http://111.167.226.225:8888/udp/225.1.1.125:5002
天津购物,http://111.167.226.225:8888/udp/225.1.1.151:5002
天津IPTV,http://111.167.226.225:8888/udp/225.1.2.123:5002
CCTV-1,http://111.167.226.225:8888/udp/225.1.1.120:5002
CCTV-2,http://111.167.226.225:8888/udp/225.1.1.133:5002
CCTV-3,http://111.167.226.225:8888/udp/225.1.1.158:5002
CCTV-4,http://111.167.226.225:8888/udp/225.1.1.150:5002
CCTV-5,http://111.167.226.225:8888/udp/225.1.1.160:5002
CCTV-5+,http://111.167.226.225:8888/udp/225.1.1.121:5002
CCTV-6,http://111.167.226.225:8888/udp/225.1.1.195:5002
CCTV-7,http://111.167.226.225:8888/udp/225.1.1.138:5002
CCTV-8,http://111.167.226.225:8888/udp/225.1.1.196:5002
CCTV-9,http://111.167.226.225:8888/udp/225.1.1.119:5002
CCTV-10,http://111.167.226.225:8888/udp/225.1.1.140:5002
CCTV-11,http://111.167.226.225:8888/udp/225.1.2.192:5002
CCTV-12,http://111.167.226.225:8888/udp/225.1.1.142:5002
CCTV-13,http://111.167.226.225:8888/udp/225.1.2.193:5002
CCTV-14,http://111.167.226.225:8888/udp/225.1.1.144:5002
CCTV-15,http://111.167.226.225:8888/udp/225.1.2.194:5002
CCTV-16,http://111.167.226.225:8888/udp/225.1.2.237:5002
CCTV-17,http://111.167.226.225:8888/udp/225.1.2.52:5002
CCTV-兵器科技,http://111.167.226.225:8888/udp/225.1.2.166:5002
CCTV-第一剧场,http://111.167.226.225:8888/udp/225.1.2.175:5002
CCTV-电视指南,http://111.167.226.225:8888/udp/225.1.2.167:5002
CCTV-风云剧场,http://111.167.226.225:8888/udp/225.1.2.174:5002
CCTV-风云音乐,http://111.167.226.225:8888/udp/225.1.2.176:5002
CCTV-风云足球,http://111.167.226.225:8888/udp/225.1.2.168:5002
CCTV-高尔夫网球,http://111.167.226.225:8888/udp/225.1.2.169:5002
CCTV-怀旧剧场,http://111.167.226.225:8888/udp/225.1.2.173:5002
CCTV-女性时尚,http://111.167.226.225:8888/udp/225.1.2.172:5002
CCTV-世界地理,http://111.167.226.225:8888/udp/225.1.2.171:5002
CCTV-央视文化精品,http://111.167.226.225:8888/udp/225.1.2.177:5002
CCTV-央视台球,http://111.167.226.225:8888/udp/225.1.2.170:5002
天津购物自营,http://111.167.226.225:8888/udp/225.1.1.108:5002
天津文艺广播,http://111.167.226.225:8888/udp/225.1.1.171:5002
天津经济广播,http://111.167.226.225:8888/udp/225.1.1.172:5002
天津新闻广播,http://111.167.226.225:8888/udp/225.1.1.173:5002
天津生活广播,http://111.167.226.225:8888/udp/225.1.1.174:5002
天津交通广播,http://111.167.226.225:8888/udp/225.1.1.175:5002
天津相声广播,http://111.167.226.225:8888/udp/225.1.1.176:5002
天津小说广播,http://111.167.226.225:8888/udp/225.1.1.177:5002
天津滨海广播,http://111.167.226.225:8888/udp/225.1.1.178:5002
天津音乐广播,http://111.167.226.225:8888/udp/225.1.1.179:5002
天津农村广播,http://111.167.226.225:8888/udp/225.1.1.180:5002
安徽卫视,http://111.167.226.225:8888/udp/225.1.1.127:5002
北京卫视,http://111.167.226.225:8888/udp/225.1.1.113:5002
东方卫视,http://111.167.226.225:8888/udp/225.1.2.31:5002
甘肃卫视,http://111.167.226.225:8888/udp/225.1.1.30:5002
广东卫视,http://111.167.226.225:8888/udp/225.1.1.116:5002
深圳卫视,http://111.167.226.225:8888/udp/225.1.1.117:5002
贵州卫视,http://111.167.226.225:8888/udp/225.1.2.28:5002
海南卫视,http://111.167.226.225:8888/udp/225.1.2.82:5002
三沙卫视,http://111.167.226.225:8888/udp/225.1.2.181:5002
河南卫视,http://111.167.226.225:8888/udp/225.1.2.61:5002
黑龙江卫视,http://111.167.226.225:8888/udp/225.1.1.115:5002
湖北卫视,http://111.167.226.225:8888/udp/225.1.1.147:5002
湖南卫视,http://111.167.226.225:8888/udp/225.1.1.114:5002
吉林卫视,http://111.167.226.225:8888/udp/225.1.2.26:5002
江苏卫视,http://111.167.226.225:8888/udp/225.1.1.126:5002
江西卫视,http://111.167.226.225:8888/udp/225.1.2.29:5002
辽宁卫视,http://111.167.226.225:8888/udp/225.1.1.154:5002
内蒙古卫视,http://111.167.226.225:8888/udp/225.1.1.32:5002
宁夏卫视,http://111.167.226.225:8888/udp/225.1.1.56:5002
青海卫视,http://111.167.226.225:8888/udp/225.1.1.54:5002
山西卫视,http://111.167.226.225:8888/udp/225.1.1.50:5002
陕西卫视,http://111.167.226.225:8888/udp/225.1.1.41:5002
四川卫视,http://111.167.226.225:8888/udp/225.1.1.123:5002
西藏卫视,http://111.167.226.225:8888/udp/225.1.1.51:5002
新疆卫视,http://111.167.226.225:8888/udp/225.1.1.35:5002
兵团卫视,http://111.167.226.225:8888/udp/225.1.1.57:5002
广西卫视,http://111.167.226.225:8888/udp/225.1.2.81:5002
云南卫视,http://111.167.226.225:8888/udp/225.1.1.61:5002
浙江卫视,http://111.167.226.225:8888/udp/225.1.1.112:5002
重庆卫视,http://111.167.226.225:8888/udp/225.1.1.155:5002
河北卫视,http://111.167.226.225:8888/udp/225.1.2.27:5002
保定卫视,http://111.167.226.225:8888/udp/225.1.1.83:5002
山东教育卫视,http://111.167.226.225:8888/udp/225.1.2.118:5002
河东卫视,http://111.167.226.225:8888/udp/225.1.2.2:5002
河西卫视,http://111.167.226.225:8888/udp/225.1.2.4:5002
蓟州卫视,http://111.167.226.225:8888/udp/225.1.1.82:5002
静海卫视,http://111.167.226.225:8888/udp/225.1.1.110:5002
滨海1,http://111.167.226.225:8888/udp/225.1.2.7:5002
滨海2,http://111.167.226.225:8888/udp/225.1.2.8:5002
大港油田企业,http://111.167.226.225:8888/udp/225.1.2.14:5002
4K私享家,http://111.167.226.225:8888/udp/225.1.1.156:5002
4K影视,http://111.167.226.225:8888/udp/225.1.2.190:5002
CETV早期教育,http://111.167.226.225:8888/udp/225.1.2.207:5002
CGTN,http://111.167.226.225:8888/udp/225.1.1.27:5002
CGTN纪录,http://111.167.226.225:8888/udp/225.1.1.55:5002
CHC动作电影,http://111.167.226.225:8888/udp/225.1.1.215:5002
CHC高清电影,http://111.167.226.225:8888/udp/225.1.1.214:5002
CHC家庭影院,http://111.167.226.225:8888/udp/225.1.1.213:5002
FTV足球,http://111.167.226.225:8888/udp/225.1.2.83:5002
GTV网络棋牌,http://111.167.226.225:8888/udp/225.1.1.217:5002
GTV游戏竞技,http://111.167.226.225:8888/udp/225.1.1.222:5002
财富天下,http://111.167.226.225:8888/udp/225.1.2.198:5002
茶频道,http://111.167.226.225:8888/udp/225.1.2.19:5002
车迷频道,http://111.167.226.225:8888/udp/225.1.2.199:5002
东方财*,http://111.167.226.225:8888/udp/225.1.1.247:5002
东方购物,http://111.167.226.225:8888/udp/225.1.1.223:5002
动漫秀场,http://111.167.226.225:8888/udp/225.1.1.134:5002
都市剧场,http://111.167.226.225:8888/udp/225.1.1.146:5002
法制天地,http://111.167.226.225:8888/udp/225.1.1.237:5002
风尚购物,http://111.167.226.225:8888/udp/225.1.2.204:5002
风尚生活,http://111.167.226.225:8888/udp/225.1.2.58:5002
哈哈炫动,http://111.167.226.225:8888/udp/225.1.1.62:5002
好享购物,http://111.167.226.225:8888/udp/225.1.1.224:5002
欢乐动漫,http://111.167.226.225:8888/udp/225.1.1.132:5002
欢笑剧场4K,http://111.167.226.225:8888/udp/225.1.1.139:5002
环球旅游,http://111.167.226.225:8888/udp/225.1.2.200:5002
环球奇观,http://111.167.226.225:8888/udp/225.1.1.197:5002
极速汽车,http://111.167.226.225:8888/udp/225.1.1.141:5002
纪实人文,http://111.167.226.225:8888/udp/225.1.2.25:5002
家家购物,http://111.167.226.225:8888/udp/225.1.1.227:5002
家庭理*,http://111.167.226.225:8888/udp/225.1.2.23:5002
家有购物,http://111.167.226.225:8888/udp/225.1.1.226:5002
金色学堂,http://111.167.226.225:8888/udp/225.1.1.236:5002
金鹰纪实,http://111.167.226.225:8888/udp/225.1.1.124:5002
金鹰卡通,http://111.167.226.225:8888/udp/225.1.2.236:5002
靓妆,http://111.167.226.225:8888/udp/225.1.1.200:5002
聚鲨环球精选,http://111.167.226.225:8888/udp/225.1.1.102:5002
卡酷少儿,http://111.167.226.225:8888/udp/225.1.1.58:5002
快乐垂钓,http://111.167.226.225:8888/udp/225.1.1.92:5002
快乐生活,http://111.167.226.225:8888/udp/225.1.2.24:5002
乐游,http://111.167.226.225:8888/udp/225.1.1.145:5002
梨园频道,http://111.167.226.225:8888/udp/225.1.2.104:5002
每日影院,http://111.167.226.225:8888/udp/225.1.2.57:5002
魅力足球,http://111.167.226.225:8888/udp/225.1.1.137:5002
汽摩,http://111.167.226.225:8888/udp/225.1.1.205:5002
三角英语,http://111.167.226.225:8888/udp/225.1.2.182:5002
生活时尚,http://111.167.226.225:8888/udp/225.1.1.143:5002
生态环境,http://111.167.226.225:8888/udp/225.1.2.201:5002
书法,http://111.167.226.225:8888/udp/225.1.2.22:5002
四海钓鱼,http://111.167.226.225:8888/udp/225.1.2.202:5002
陶瓷,http://111.167.226.225:8888/udp/225.1.1.153:5002
文物宝库,http://111.167.226.225:8888/udp/225.1.2.105:5002
武术世界,http://111.167.226.225:8888/udp/225.1.2.129:5002
先锋乒羽,http://111.167.226.225:8888/udp/225.1.1.219:5002
新动漫,http://111.167.226.225:8888/udp/225.1.1.216:5002
新影老故事,http://111.167.226.225:8888/udp/225.1.1.188:5002
新影中学生,http://111.167.226.225:8888/udp/225.1.1.193:5002
幸福彩,http://111.167.226.225:8888/udp/225.1.1.152:5002
幸福剧场,http://111.167.226.225:8888/udp/225.1.2.59:5002
幸福娱乐,http://111.167.226.225:8888/udp/225.1.2.60:5002
央广购物,http://111.167.226.225:8888/udp/225.1.1.65:5002
湖北购物,http://111.167.226.225:8888/udp/225.1.2.183:5002
优购物,http://111.167.226.225:8888/udp/225.1.1.225:5002
优优宝贝,http://111.167.226.225:8888/udp/225.1.2.203:5002
游戏风云,http://111.167.226.225:8888/udp/225.1.1.135:5002
悦美生活,http://111.167.226.225:8888/udp/225.1.2.55:5002
